SalesOrderID,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal
43659,3,714,1,28.8404,0,86.521200
43659,1,716,1,28.8404,0,28.840400
43659,6,709,1,5.7,0,34.200000
43659,2,712,1,5.1865,0,10.373000
43659,4,711,1,20.1865,0,80.746000
43660,1,762,1,419.4589,0,419.458900
43660,1,758,1,874.794,0,874.794000
43661,1,745,1,809.76,0,809.760000
43661,1,743,1,714.7043,0,714.704300
43661,2,747,1,714.7043,0,1429.408600
43661,4,712,1,5.1865,0,20.746000
43661,4,715,1,28.8404,0,115.361600
43661,2,742,1,722.5949,0,1445.189800
43661,2,711,1,20.1865,0,40.373000
43661,2,741,1,818.7,0,1637.400000
43661,2,716,1,28.8404,0,57.680800
43661,5,708,1,20.1865,0,100.932500
43662,3,764,1,419.4589,0,1258.376700
43662,5,770,1,419.4589,0,2097.294500
43662,2,730,1,183.9382,0,367.876400
43662,4,754,1,874.794,0,3499.176000
43662,3,725,1,183.9382,0,551.814600
43662,5,762,1,419.4589,0,2097.294500
43662,3,765,1,419.4589,0,1258.376700
43662,2,768,1,419.4589,0,838.917800
43662,1,756,1,874.794,0,874.794000
43662,3,763,1,419.4589,0,1258.376700
43662,1,732,1,356.898,0,356.898000
43662,6,758,1,874.794,0,5248.764000
43662,1,729,1,183.9382,0,183.938200
43662,3,722,1,178.5808,0,535.742400
43662,3,760,1,419.4589,0,1258.376700
43662,1,726,1,183.9382,0,183.938200
43662,1,733,1,356.898,0,356.898000
43662,1,738,1,178.5808,0,178.580800
43662,3,766,1,419.4589,0,1258.376700
43662,1,755,1,874.794,0,874.794000
43663,1,760,1,419.4589,0,419.458900
43664,1,714,1,28.8404,0,28.840400
43664,1,716,1,28.8404,0,28.840400
43665,2,711,1,20.1865,0,40.373000
43665,1,707,1,20.1865,0,20.186500
43665,2,715,1,28.8404,0,57.680800
43665,2,712,1,5.1865,0,10.373000
43665,6,709,1,5.7,0,34.200000
43666,1,764,1,419.4589,0,419.458900
43666,1,732,1,356.898,0,356.898000
43666,1,756,1,874.794,0,874.794000
43666,2,768,1,419.4589,0,838.917800
43666,1,766,1,419.4589,0,419.458900
43667,3,710,1,5.7,0,17.100000
43668,3,756,1,874.794,0,2624.382000
43668,7,760,1,419.4589,0,2936.212300
43668,6,765,1,419.4589,0,2516.753400
43668,6,715,1,28.8404,0,173.042400
